CENTRO,TOTAL CENTRO,TITULACIÓN,TOTAL TITULAC,SEXO,<=18,19,20,21,22,23,24,25,26,27,28,29,30-34,35-39,>=40,TOTAL SEXO
 , ,LICENCIADO EN BIOQUÍMICA,88,Hombre,0,0,1,4,4,11,6,3,3,2,2,1,5,1,0,43
 , ,LICENCIADO EN BIOQUÍMICA, ,Mujer,0,0,0,5,5,14,3,6,2,1,1,3,1,1,3,45
 , ,LICENCIADO EN CIENCIAS AMBIENTALES,713,Hombre,0,30,46,43,53,47,52,30,21,23,9,8,13,9,7,391
 , ,LICENCIADO EN CIENCIAS AMBIENTALES, ,Mujer,0,25,32,55,39,33,36,38,29,15,4,5,9,1,1,322
 , ,LICENCIADO EN CIENCIAS Y TÉCNICAS ESTADÍSTICAS,39,Hombre,0,0,1,0,0,4,2,0,1,2,3,0,1,1,2,17
 , ,LICENCIADO EN CIENCIAS Y TÉCNICAS ESTADÍSTICAS, ,Mujer,0,0,0,0,3,3,0,0,2,0,1,4,4,5,0,22
 , ,LICENCIADO EN FÍSICA,387,Hombre,1,25,23,34,42,31,19,24,19,14,6,8,29,8,4,287
 , ,LICENCIADO EN FÍSICA, ,Mujer,0,16,7,15,18,8,8,8,5,2,3,3,7,0,0,100
 , ,LICENCIADO EN GEOLOGÍA,172,Hombre,0,5,11,13,19,11,6,11,5,6,6,2,13,4,4,116
 , ,LICENCIADO EN GEOLOGÍA, ,Mujer,0,5,10,2,6,6,6,4,3,2,3,2,7,0,0,56
 , ,LICENCIADO EN MATEMÁTICAS,268,Hombre,0,17,26,27,16,20,10,11,8,3,3,1,8,5,2,157
 , ,LICENCIADO EN MATEMÁTICAS, ,Mujer,1,18,21,16,13,9,10,4,6,3,1,2,4,2,1,111
 , ,LICENCIADO EN QUÍMICA,370,Hombre,0,7,20,9,18,18,16,13,12,10,10,6,29,3,4,175
 , ,LICENCIADO EN QUÍMICA, ,Mujer,0,8,24,15,13,21,11,17,14,12,11,7,35,7,0,195
FAC. CC. ACTV.FISICA Y DEPORTE,1373,GRADO EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE,187,Hombre,66,12,17,25,9,6,4,2,1,0,1,1,2,2,1,149
 , ,GRADO EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE, ,Mujer,21,2,6,4,1,2,1,1,0,0,0,0,0,0,0,38
 , ,LICENCIADO EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE,1186,Hombre,2,105,146,180,179,124,62,47,28,22,21,13,27,5,3,964
 , ,LICENCIADO EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE, ,Mujer,0,34,24,26,53,33,17,10,8,6,5,1,3,2,0,222
FAC. CC. EDUCACION,5621,DIPLOMADO EN EDUCACIÓN SOCIAL,216,Hombre,0,3,9,5,8,6,5,1,4,3,3,1,5,0,1,54
 , ,DIPLOMADO EN EDUCACIÓN SOCIAL, ,Mujer,0,24,29,19,15,11,17,7,10,9,3,6,5,3,4,162
 , ,GRADO EN EDUCACIÓN SOCIAL,124,Hombre,5,2,0,3,3,2,2,2,2,1,1,0,0,0,2,25
 , ,GRADO EN EDUCACIÓN SOCIAL, ,Mujer,27,4,14,20,11,4,5,3,4,2,0,2,1,0,2,99
 , ,GRADO EN MAESTRO DE EDUCACIÓN INFANTIL,293,Hombre,1,1,0,0,2,1,2,0,1,0,0,0,0,0,0,8
 , ,GRADO EN MAESTRO DE EDUCACIÓN INFANTIL, ,Mujer,95,32,21,38,33,13,7,4,6,9,1,2,15,2,7,285
 , ,GRADO EN MAESTRO EN EDUCACIÓN PRIMARIA,686,Hombre,113,59,30,27,17,12,5,5,6,0,0,4,10,4,1,293
 , ,GRADO EN MAESTRO EN EDUCACIÓN PRIMARIA, ,Mujer,178,56,33,34,29,10,10,5,5,4,5,4,12,4,4,393
 , ,GRADO EN PEDAGOGÍA,125,Hombre,5,1,2,3,2,0,0,0,1,0,0,0,1,0,2,17
 , ,GRADO EN PEDAGOGÍA, ,Mujer,50,26,15,7,2,1,1,0,1,0,1,0,2,0,2,108
 , ,LICENCIADO EN PEDAGOGÍA,837,Hombre,0,5,15,27,24,25,21,16,13,6,7,4,8,2,5,178
 , ,LICENCIADO EN PEDAGOGÍA, ,Mujer,0,46,84,107,123,94,67,42,21,16,15,3,20,8,13,659
 , ,LICENCIADO EN PSICOPEDAGOGÍA,604,Hombre,0,0,0,20,20,18,14,18,9,3,2,4,18,7,6,139
 , ,LICENCIADO EN PSICOPEDAGOGÍA, ,Mujer,0,0,0,70,88,55,48,44,19,23,14,11,51,25,17,465
 , ,MAESTRO ESPECIALIDAD DE AUDICIÓN Y LENGUAJE,210,Hombre,0,0,0,1,3,1,4,2,2,2,0,2,0,1,1,19
 , ,MAESTRO ESPECIALIDAD DE AUDICIÓN Y LENGUAJE, ,Mujer,0,14,25,25,39,17,10,13,6,7,8,4,12,9,2,191
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN ESPECIAL,218,Hombre,0,0,6,4,5,4,4,2,0,3,3,1,1,2,3,38
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN ESPECIAL, ,Mujer,0,21,30,20,26,24,14,10,12,6,1,4,9,2,1,180
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN FÍSICA,405,Hombre,1,38,51,34,29,32,25,22,10,14,10,1,14,6,2,289
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN FÍSICA, ,Mujer,0,13,30,11,12,8,10,10,6,3,2,3,6,1,1,116
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN INFANTIL,444,Hombre,0,1,6,3,1,1,2,1,2,4,0,0,4,1,0,26
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN INFANTIL, ,Mujer,0,69,90,53,34,31,34,22,14,12,10,7,24,7,11,418
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN MUSICAL,255,Hombre,0,10,20,20,16,10,6,11,6,8,6,5,5,3,2,128
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN MUSICAL, ,Mujer,0,16,24,30,9,10,8,4,4,5,3,3,7,4,0,127
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN PRIMARIA,744,Hombre,0,20,31,35,19,16,19,12,11,4,7,11,22,7,2,216
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN PRIMARIA, ,Mujer,2,91,107,69,48,45,48,27,16,13,12,9,26,7,8,528
 , ,MAESTRO ESPECIALIDAD DE LENGUA EXTRANJERA,460,Hombre,0,8,10,12,12,13,13,10,12,10,8,5,19,4,1,137
 , ,MAESTRO ESPECIALIDAD DE LENGUA EXTRANJERA, ,Mujer,0,34,53,50,51,27,23,17,9,7,5,7,17,13,10,323
FAC. CC. ECONOMICAS EMPRESAR.,6401,DIPLOMADO EN CIENCIAS EMPRESARIALES,1312,Hombre,0,26,73,78,69,76,57,54,55,22,25,19,46,13,12,625
 , ,DIPLOMADO EN CIENCIAS EMPRESARIALES, ,Mujer,0,56,101,80,93,81,51,43,36,30,29,12,45,13,17,687
 , ,DIPLOMADO EN TURISMO,551,Hombre,0,8,31,29,28,15,9,12,10,6,2,2,7,0,2,161
 , ,DIPLOMADO EN TURISMO, ,Mujer,0,35,77,74,54,41,25,13,20,15,10,8,13,3,2,390
 , ,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,285,Hombre,54,22,17,8,3,1,0,1,1,0,3,0,0,0,4,114
 , ,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS, ,Mujer,119,18,12,11,4,2,0,1,0,1,0,0,1,1,1,171
 , ,GRADO EN ECONOMÍA,259,Hombre,71,45,12,6,5,4,4,1,1,0,0,0,0,0,1,150
 , ,GRADO EN ECONOMÍA, ,Mujer,71,25,3,4,3,2,1,0,0,0,0,0,0,0,0,109
 , ,GRADO EN FINANZAS Y CONTABILIDAD,130,Hombre,18,11,4,3,4,2,4,2,1,1,1,0,1,1,2,55
 , ,GRADO EN FINANZAS Y CONTABILIDAD, ,Mujer,27,11,8,9,5,8,2,3,2,0,0,0,0,0,0,75
 , ,GRADO EN MARKETING E INVESTIGACIÓN DE MERCADOS,131,Hombre,21,12,8,5,8,3,0,1,1,0,1,0,1,0,2,63
 , ,GRADO EN MARKETING E INVESTIGACIÓN DE MERCADOS, ,Mujer,40,8,8,3,0,3,3,1,1,0,0,0,0,0,1,68
 , ,GRADO EN TURISMO,143,Hombre,12,4,8,5,4,2,1,0,3,0,0,1,0,1,0,41
 , ,GRADO EN TURISMO, ,Mujer,45,22,7,5,7,5,3,1,1,2,0,1,1,0,2,102
 , ,LICENCIADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,1967,Hombre,0,66,119,143,137,104,88,50,50,26,15,15,42,8,10,873
 , ,LICENCIADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS, ,Mujer,0,131,146,162,176,146,105,61,38,30,17,20,42,12,8,1094
 , ,LICENCIADO EN ECONOMÍA,1401,Hombre,0,27,84,105,91,98,98,50,45,31,28,17,42,3,2,721
 , ,LICENCIADO EN ECONOMÍA, ,Mujer,1,64,95,101,96,83,62,41,45,38,12,7,30,2,3,680
 , ,LICENCIADO EN INVESTIGACIÓN Y TÉCNICAS DE MERCADO,222,Hombre,0,0,3,7,14,17,16,12,11,11,5,1,8,4,2,111
 , ,LICENCIADO EN INVESTIGACIÓN Y TÉCNICAS DE MERCADO, ,Mujer,0,0,0,1,16,20,24,13,12,7,4,4,6,3,1,111
FAC. CC. POLÍTICAS SOCIOLOGÍA,1388,GRADO EN CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN,157,Hombre,31,15,10,6,4,7,1,2,0,0,0,0,2,1,4,83
 , ,GRADO EN CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN, ,Mujer,34,22,6,4,3,1,1,0,0,0,0,0,0,0,3,74
 , ,GRADO EN SOCIOLOGÍA,138,Hombre,18,16,6,5,1,2,3,1,0,0,0,0,0,0,2,54
 , ,GRADO EN SOCIOLOGÍA, ,Mujer,36,22,10,3,4,2,1,1,0,0,0,0,0,0,5,84
 , ,LICENCIADO EN CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN,627,Hombre,3,17,61,90,93,44,31,22,22,8,4,4,19,14,14,446
 , ,LICENCIADO EN CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN, ,Mujer,0,6,17,24,20,19,16,15,7,4,5,2,23,14,9,181
 , ,LICENCIADO EN SOCIOLOGÍA,466,Hombre,0,6,31,45,31,26,31,16,10,8,2,1,14,3,3,227
 , ,LICENCIADO EN SOCIOLOGÍA, ,Mujer,0,18,17,33,32,24,31,24,15,8,7,1,17,4,8,239
FAC. DERECHO,3255,GRADO EN DERECHO,540,Hombre,136,48,29,13,11,5,4,4,0,2,1,0,5,0,13,271
 , ,GRADO EN DERECHO, ,Mujer,181,47,14,4,5,1,1,2,0,3,1,0,3,2,5,269
 , ,LICENCIADO EN DERECHO,2713,Hombre,0,100,148,203,191,153,85,79,46,32,19,16,57,34,91,1254
 , ,LICENCIADO EN DERECHO, ,Mujer,0,189,190,223,210,143,102,82,52,40,31,25,59,40,73,1459
 , ,LICENCIATURA EN DERECHO,2,Hombre,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
 , ,LICENCIATURA EN DERECHO, ,Mujer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
FAC. FARMACIA,3156,DIPLOMADO EN NUTRICIÓN HUMANA Y DIETÉTICA,258,Hombre,0,9,10,8,4,2,6,6,7,0,3,0,6,1,2,64
 , ,DIPLOMADO EN NUTRICIÓN HUMANA Y DIETÉTICA, ,Mujer,0,26,30,26,23,19,12,17,16,5,0,2,11,2,5,194
 , ,GRADO EN FARMACIA,331,Hombre,55,17,7,5,2,1,3,1,1,1,1,0,0,2,3,99
 , ,GRADO EN FARMACIA, ,Mujer,165,26,10,8,7,3,0,4,2,0,1,1,3,0,2,232
 , ,GRADO EN NUTRICIÓN HUMANA Y DIETÉTICA,100,Hombre,7,0,2,2,2,3,1,2,1,1,0,0,0,1,3,25
 , ,GRADO EN NUTRICIÓN HUMANA Y DIETÉTICA, ,Mujer,42,4,4,5,5,2,4,2,1,0,0,0,2,2,2,75
 , ,LICENCIADO EN CIENCIA Y TECNOLOGÍA DE LOS ALIMENTOS,224,Hombre,0,0,0,4,7,6,5,5,5,1,3,5,5,3,3,52
 , ,LICENCIADO EN CIENCIA Y TECNOLOGÍA DE LOS ALIMENTOS, ,Mujer,0,0,0,22,27,32,15,14,18,4,3,4,18,8,7,172
 , ,LICENCIADO EN FARMACIA,2243,Hombre,0,64,73,92,92,77,62,41,37,32,22,22,59,28,21,722
 , ,LICENCIADO EN FARMACIA, ,Mujer,1,156,164,183,198,184,130,102,77,59,52,42,110,35,28,1521
FAC. FILOSOFIA Y LETRAS,4927,GRADO EN ESTUDIOS FRANCESES,75,Hombre,7,5,5,1,0,1,0,0,0,0,0,0,0,0,0,19
 , ,GRADO EN ESTUDIOS FRANCESES, ,Mujer,26,11,8,1,1,1,1,2,1,0,0,0,1,2,1,56
 , ,GRADO EN ESTUDIOS INGLESES,145,Hombre,33,7,1,1,4,1,0,0,1,1,0,0,2,0,0,51
 , ,GRADO EN ESTUDIOS INGLESES, ,Mujer,66,13,7,1,0,0,0,0,1,0,3,1,2,0,0,94
 , ,GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS,34,Hombre,2,1,1,2,0,2,2,0,0,0,0,0,0,0,0,10
 , ,GRADO EN ESTUDIOS ÁRABES E ISLÁMICOS, ,Mujer,3,6,5,2,2,2,1,0,0,0,1,0,1,0,1,24
 , ,GRADO EN FILOLOGÍA CLÁSICA,38,Hombre,8,3,2,1,1,0,0,0,0,0,0,0,1,1,1,18
 , ,GRADO EN FILOLOGÍA CLÁSICA, ,Mujer,12,3,3,1,0,0,0,0,0,0,0,0,1,0,0,20
 , ,GRADO EN FILOLOGÍA HISPÁNICA,71,Hombre,10,1,1,2,0,1,1,1,0,0,0,0,1,0,1,19
 , ,GRADO EN FILOLOGÍA HISPÁNICA, ,Mujer,29,11,6,2,0,2,1,0,0,0,1,0,0,0,0,52
 , ,GRADO EN FILOSOFÍA,69,Hombre,13,8,8,3,6,3,0,0,2,1,0,0,0,0,1,45
 , ,GRADO EN FILOSOFÍA, ,Mujer,14,3,3,0,1,1,1,0,0,1,0,0,0,0,0,24
 , ,GRADO EN GEOGRAFÍA Y GESTIÓN DEL TERRITORIO,57,Hombre,17,7,7,4,3,0,1,1,0,0,0,0,0,0,1,41
 , ,GRADO EN GEOGRAFÍA Y GESTIÓN DEL TERRITORIO, ,Mujer,4,5,2,1,0,1,1,0,0,0,0,0,1,0,1,16
 , ,GRADO EN HISTORIA,157,Hombre,46,22,11,5,7,2,1,2,1,1,2,1,2,1,9,113
 , ,GRADO EN HISTORIA, ,Mujer,16,10,3,5,2,0,1,0,0,0,0,1,0,1,5,44
 , ,GRADO EN HISTORIA DEL ARTE,145,Hombre,15,7,5,4,2,1,1,1,1,0,0,1,1,1,3,43
 , ,GRADO EN HISTORIA DEL ARTE, ,Mujer,38,22,8,6,6,3,3,1,2,0,1,0,0,1,11,102
 , ,GRADO EN HISTORIA Y CIENCIAS DE LA MÚSICA,76,Hombre,15,6,5,2,6,0,0,4,1,0,1,4,1,1,1,47
 , ,GRADO EN HISTORIA Y CIENCIAS DE LA MÚSICA, ,Mujer,15,3,2,1,2,1,1,1,0,0,0,0,1,1,1,29
 , ,GRADO EN LENGUAS MODERNAS Y SUS LITERATURAS,64,Hombre,5,4,2,3,1,2,1,0,0,0,0,0,0,1,0,19
 , ,GRADO EN LENGUAS MODERNAS Y SUS LITERATURAS, ,Mujer,17,3,10,2,1,3,2,1,0,0,0,0,3,2,1,45
 , ,GRADO EN LITERATURAS COMPARADAS,32,Hombre,0,2,3,2,0,1,1,1,1,1,1,0,0,1,0,14
 , ,GRADO EN LITERATURAS COMPARADAS, ,Mujer,6,2,2,2,1,1,0,1,0,0,1,0,1,1,0,18
 , ,LICENCIADO EN ANTROPOLOGÍA SOCIAL Y CULTURAL,505,Hombre,0,4,22,19,17,20,13,12,12,5,7,8,26,9,21,195
 , ,LICENCIADO EN ANTROPOLOGÍA SOCIAL Y CULTURAL, ,Mujer,0,0,0,23,25,44,38,25,25,15,13,18,38,14,32,310
 , ,LICENCIADO EN FILOLOGÍA CLÁSICA,74,Hombre,0,5,3,6,10,5,1,2,0,1,0,0,2,0,0,35
 , ,LICENCIADO EN FILOLOGÍA CLÁSICA, ,Mujer,0,5,7,6,8,5,2,0,1,2,1,0,1,0,1,39
 , ,LICENCIADO EN FILOLOGÍA ESLAVA,56,Hombre,0,1,6,3,2,1,4,5,2,0,1,0,4,1,4,34
 , ,LICENCIADO EN FILOLOGÍA ESLAVA, ,Mujer,0,0,1,4,0,3,3,2,0,1,1,2,1,2,2,22
 , ,LICENCIADO EN FILOLOGÍA FRANCESA,132,Hombre,0,4,16,3,4,4,2,1,3,1,1,2,2,0,1,44
 , ,LICENCIADO EN FILOLOGÍA FRANCESA, ,Mujer,0,10,12,12,14,6,6,8,6,0,2,3,5,2,2,88
 , ,LICENCIADO EN FILOLOGÍA HEBREA,7,Hombre,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,5
 , ,LICENCIADO EN FILOLOGÍA HEBREA, ,Mujer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
 , ,LICENCIADO EN FILOLOGÍA HISPÁNICA,681,Hombre,0,15,150,119,59,40,23,21,8,6,4,5,9,3,5,467
 , ,LICENCIADO EN FILOLOGÍA HISPÁNICA, ,Mujer,0,32,40,29,23,12,13,12,6,5,8,8,12,4,10,214
 , ,LICENCIADO EN FILOLOGÍA INGLESA,593,Hombre,0,19,31,27,37,20,17,12,9,8,6,1,7,4,2,200
 , ,LICENCIADO EN FILOLOGÍA INGLESA, ,Mujer,0,53,67,63,49,48,37,23,9,9,8,5,14,2,6,393
 , ,LICENCIADO EN FILOLOGÍA ITALIANA,17,Hombre,0,0,0,2,0,0,1,1,1,0,0,0,0,1,1,7
 , ,LICENCIADO EN FILOLOGÍA ITALIANA, ,Mujer,0,0,0,0,0,1,0,1,0,3,0,0,3,0,2,10
 , ,LICENCIADO EN FILOLOGÍA PORTUGUESA,6,Hombre,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3
 , ,LICENCIADO EN FILOLOGÍA PORTUGUESA, ,Mujer,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3
 , ,LICENCIADO EN FILOLOGÍA ROMÁNICA,29,Hombre,0,0,1,2,3,3,1,1,0,1,0,1,3,0,0,16
 , ,LICENCIADO EN FILOLOGÍA ROMÁNICA, ,Mujer,0,0,0,0,2,2,2,0,1,0,2,0,2,1,1,13
 , ,LICENCIADO EN FILOLOGÍA ÁRABE,115,Hombre,0,4,2,10,5,5,6,1,1,0,4,0,1,2,0,41
 , ,LICENCIADO EN FILOLOGÍA ÁRABE, ,Mujer,0,2,1,12,7,13,5,12,5,3,2,0,2,3,7,74
 , ,LICENCIADO EN FILOSOFÍA,295,Hombre,0,8,26,35,34,25,16,16,6,5,7,4,11,8,8,209
 , ,LICENCIADO EN FILOSOFÍA, ,Mujer,0,15,9,10,12,5,9,3,6,1,4,1,5,1,5,86
 , ,LICENCIADO EN GEOGRAFÍA,119,Hombre,0,5,14,17,13,14,5,4,6,0,3,3,2,0,4,90
 , ,LICENCIADO EN GEOGRAFÍA, ,Mujer,0,2,9,4,2,4,1,1,1,1,0,0,1,1,2,29
 , ,LICENCIADO EN HISTORIA,621,Hombre,0,41,64,75,69,33,28,18,21,13,10,4,19,10,19,424
 , ,LICENCIADO EN HISTORIA, ,Mujer,0,19,30,29,24,18,12,12,7,7,5,4,6,8,16,197
 , ,LICENCIADO EN HISTORIA DEL ARTE,455,Hombre,0,7,22,13,22,20,11,13,5,7,2,4,20,6,16,168
 , ,LICENCIADO EN HISTORIA DEL ARTE, ,Mujer,0,23,36,27,31,25,23,18,7,13,15,7,27,7,28,287
 , ,LICENCIADO EN HISTORIA Y CIENCIAS DE LA MUSICA,144,Hombre,0,0,7,10,8,10,10,7,2,3,4,5,5,1,1,73
 , ,LICENCIADO EN HISTORIA Y CIENCIAS DE LA MUSICA, ,Mujer,0,0,0,7,7,14,9,6,6,5,2,0,4,6,5,71
 , ,LICENCIADO EN TEORÍA DE LA LITERATURA Y LITERATURA COMPARADA,115,Hombre,0,0,2,4,3,8,6,4,2,1,4,0,6,4,4,48
 , ,LICENCIADO EN TEORÍA DE LA LITERATURA Y LITERATURA COMPARADA, ,Mujer,0,0,0,3,10,7,9,5,4,1,0,3,14,4,7,67
FAC. MEDICINA,1717,GRADO EN MEDICINA,245,Hombre,76,5,1,0,1,2,0,2,0,1,0,0,3,1,1,93
 , ,GRADO EN MEDICINA, ,Mujer,122,18,1,2,0,3,0,1,1,0,1,0,0,0,3,152
 , ,LICENCIADO EN MEDICINA,1472,Hombre,1,92,79,80,78,90,29,20,10,9,12,7,18,13,24,562
 , ,LICENCIADO EN MEDICINA, ,Mujer,2,136,146,162,177,155,39,11,14,10,3,11,20,15,9,910
FAC. ODONTOLOGÍA,473,GRADO EN ODONTOLOGÍA,83,Hombre,10,5,2,2,0,4,0,0,0,0,1,1,2,1,1,29
 , ,GRADO EN ODONTOLOGÍA, ,Mujer,22,5,7,5,3,1,0,2,2,0,0,0,5,0,2,54
 , ,LICENCIADO EN ODONTOLOGÍA,390,Hombre,0,16,15,18,33,13,5,4,4,2,0,2,3,6,3,124
 , ,LICENCIADO EN ODONTOLOGÍA, ,Mujer,0,47,53,58,59,17,10,6,3,0,0,3,6,2,2,266
FAC. PSICOLOGIA,2116,DIPLOMADO EN LOGOPEDIA,172,Hombre,0,1,5,3,3,3,2,1,0,1,1,0,1,3,0,24
 , ,DIPLOMADO EN LOGOPEDIA, ,Mujer,0,26,33,24,10,12,10,9,6,2,3,3,6,3,1,148
 , ,GRADO EN LOGOPEDIA,62,Hombre,2,0,0,0,1,1,1,0,0,1,0,0,0,0,1,7
 , ,GRADO EN LOGOPEDIA, ,Mujer,24,4,3,8,3,3,1,2,2,1,1,0,1,2,0,55
 , ,GRADO EN PSICOLOGÍA,308,Hombre,27,16,2,8,4,2,4,2,0,0,0,1,3,1,4,74
 , ,GRADO EN PSICOLOGÍA, ,Mujer,150,31,11,10,5,6,2,5,0,1,0,0,3,2,8,234
 , ,LICENCIADO EN PSICOLOGÍA,1574,Hombre,0,30,65,86,57,48,40,22,20,12,12,6,18,9,10,435
